date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:52:15	1804/1804	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Dec%202021%2018:52:15%20GMT	https://frame.archive.josias.me/de/team/frame-magazine.ch	/Users/csjosias/Downloads/FRAME/frame.archive.josias.me/de/team/frame-magazine.24.delayed	(from https://frame.archive.josias.me/de/team/)
19:52:16	8721/8721	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2015%20Dec%202021%2018:52:16%20GMT	https://frame.archive.josias.me/en/home/hardware/	/Users/csjosias/Downloads/FRAME/frame.archive.josias.me/en/home/hardware/index.html	(from https://frame.archive.josias.me/en/home/)
19:52:16	8717/8717	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2015%20Dec%202021%2018:52:16%20GMT	https://frame.archive.josias.me/en/home/gaming/	/Users/csjosias/Downloads/FRAME/frame.archive.josias.me/en/home/gaming/index.html	(from https://frame.archive.josias.me/en/home/)
19:52:16	8727/8727	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2015%20Dec%202021%2018:52:16%20GMT	https://frame.archive.josias.me/en/home/technologie/	/Users/csjosias/Downloads/FRAME/frame.archive.josias.me/en/home/technologie/index.html	(from https://frame.archive.josias.me/en/home/)
19:52:16	9295/9295	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2015%20Dec%202021%2018:52:16%20GMT	https://frame.archive.josias.me/en/home/social/	/Users/csjosias/Downloads/FRAME/frame.archive.josias.me/en/home/social/index.html	(from https://frame.archive.josias.me/en/home/)
19:52:17	340105/340105	---M--	200	added ('OK')	image/gif	date:Sun,%2026%20Aug%202018%2010:48:36%20GMT	https://frame.archive.josias.me/typo3conf/ext/frame_package/Resources/Public/Images/Team/anna.gif	/Users/csjosias/Downloads/FRAME/frame.archive.josias.me/typo3conf/ext/frame_package/Resources/Public/Images/Team/anna.gif	(from https://frame.archive.josias.me/de/team/)
19:52:18	217770/217770	---M--	200	added ('OK')	image/gif	date:Sun,%2026%20Aug%202018%2010:48:36%20GMT	https://frame.archive.josias.me/typo3conf/ext/frame_package/Resources/Public/Images/Team/benjamin.gif	/Users/csjosias/Downloads/FRAME/frame.archive.josias.me/typo3conf/ext/frame_package/Resources/Public/Images/Team/benjamin.gif	(from https://frame.archive.josias.me/de/team/)
19:52:19	170475/170475	---M--	200	added ('OK')	image/gif	date:Sun,%2026%20Aug%202018%2010:48:36%20GMT	https://frame.archive.josias.me/typo3conf/ext/frame_package/Resources/Public/Images/Team/dylan.gif	/Users/csjosias/Downloads/FRAME/frame.archive.josias.me/typo3conf/ext/frame_package/Resources/Public/Images/Team/dylan.gif	(from https://frame.archive.josias.me/de/team/)
19:52:20	237102/237102	---M--	200	added ('OK')	image/gif	date:Sun,%2026%20Aug%202018%2010:48:36%20GMT	https://frame.archive.josias.me/typo3conf/ext/frame_package/Resources/Public/Images/Team/gino.gif	/Users/csjosias/Downloads/FRAME/frame.archive.josias.me/typo3conf/ext/frame_package/Resources/Public/Images/Team/gino.gif	(from https://frame.archive.josias.me/de/team/)
19:52:21	353633/353633	---M--	200	added ('OK')	image/gif	date:Sun,%2026%20Aug%202018%2010:48:36%20GMT	https://frame.archive.josias.me/typo3conf/ext/frame_package/Resources/Public/Images/Team/janice.gif	/Users/csjosias/Downloads/FRAME/frame.archive.josias.me/typo3conf/ext/frame_package/Resources/Public/Images/Team/janice.gif	(from https://frame.archive.josias.me/de/team/)
